"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"552",2018-08-06,13041.4933333333,92574.4,7200.13333333333,0,8773.33333333333,59318,"predictedExposure","1_444_1"
"553",2018-08-13,0,0,0,4450.75038775587,0,19401.6538461538,"predictedExposure","1_444_1"
"554",2018-08-20,61563.12,106432,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"555",2018-08-27,0,0,0,4508.4731882541,8586.66666666667,48020,"predictedExposure","1_444_1"
"556",2018-09-03,11661.4133333333,68213.3333333333,772.444444444444,0,9733.33333333333,70855,"predictedExposure","1_444_1"
"557",2018-09-10,0,0,536,0,10506.6666666667,46225,"predictedExposure","1_444_1"
"558",2018-09-17,0,46120.5333333333,9685.06666666667,3402.89444157937,9360,74995,"predictedExposure","1_444_1"
"559",2018-09-24,887.933333333333,29320,0,0,10893.3333333333,1047,"predictedExposure","1_444_1"
"560",2018-10-01,156703.44,26227.2,2698.44444444444,916.844868843293,12346.6666666667,34469,"predictedExposure","1_444_1"
"561",2018-10-08,0,0,2589.82222222223,2015.84616477365,11493.3333333333,22232,"predictedExposure","1_444_1"
"562",2018-10-15,44489.52,63107.2,1039.11111111111,2442.58663289726,12760,49409,"predictedExposure","1_444_1"
"563",2018-10-22,0,0,0,0,13493.3333333333,49575,"predictedExposure","1_444_1"
"564",2018-10-29,25289.9733333333,0,2128.13333333333,7931.80949206687,13800,42276,"predictedExposure","1_444_1"
"565",2018-11-05,0,145392,1455.51111111111,0,14053.3333333333,25332,"predictedExposure","1_444_1"
"566",2018-11-12,57350.92,0,0,8728.47486240127,0,19401.6538461538,"predictedExposure","1_444_1"
"567",2018-11-19,0,47053.3333333333,0,0,0,19401.6538461538,"predictedExposure","1_444_1"
"568",2018-11-26,53525.2,0,15129.4666666667,7003.5951068445,16000,301,"predictedExposure","1_444_1"
"569",2018-12-03,0,53558.9333333333,0,0,13986.6666666667,34832,"predictedExposure","1_444_1"
"570",2018-12-10,0,0,6282.66666666667,0,15773.3333333333,68792,"predictedExposure","1_444_1"
"571",2018-12-17,0,15363.7333333333,0,0,15546.6666666667,37199,"predictedExposure","1_444_1"
"572",2018-12-24,158046.573333333,0,7451.95555555556,9068.00740600003,17146.6666666667,80865,"predictedExposure","1_444_1"
"573",2018-12-31,51379.9066666667,0,0,0,14493.3333333333,54011,"predictedExposure","1_444_1"
"574",2015-11-23,22358.3466666667,0,12728.4888888889,7607.1329148046,0,19401.6538461538,"adstockedMedia","1_444_1"
"575",2015-11-30,36515.7231615567,0,2479.57439696146,1908.22373641152,4133.33333333333,19063.3306417515,"adstockedMedia","1_444_1"
"576",2015-12-07,12906.0123137605,132278.4,936.900375046129,4448.59195573591,4171.19446094267,18741.8303643811,"adstockedMedia","1_444_1"
"577",2015-12-14,88011.7705901936,35159.1396941102,17862.5129599238,3248.60014427367,4641.38338306621,6927.03457051567,"adstockedMedia","1_444_1"
"578",2015-12-21,31106.6274099905,286681.177323206,3479.70840745147,1016.81614223121,4045.12549011069,17003.363883242,"adstockedMedia","1_444_1"
"579",2015-12-28,44219.5437139985,76198.8621058206,32600.1760133258,5439.42970334209,4149.65507098218,17561.2165037713,"adstockedMedia","1_444_1"
"580",2016-01-04,16315.8818562355,247006.993126246,6350.68015415741,4170.92941019307,4092.712887179,32684.0581369211,"adstockedMedia","1_444_1"
"581",2016-01-11,8718.86508745867,65653.6016216389,24818.4336946079,4549.95649762167,4647.41550354858,26279.175260543,"adstockedMedia","1_444_1"
"582",2016-01-18,3081.57063418709,17450.499483186,4834.75715766659,4081.33221439089,3485.68666381647,25465.7915073557,"adstockedMedia","1_444_1"
"583",2016-01-25,1089.14147405991,4638.28220678005,12185.7464042338,3413.80574762172,3377.60996342397,20702.6807800022,"adstockedMedia","1_444_1"
"584",2016-02-01,16896.7697010263,43710.1726483605,2373.84539952574,343.874801436583,3060.88882210862,14353.8225707026,"adstockedMedia","1_444_1"
"585",2016-02-08,5971.94575222878,11618.0122090786,5225.99271729492,3599.02092295295,2978.09063025821,14036.7756988838,"adstockedMedia","1_444_1"
"586",2016-02-15,68387.1473540452,3088.02732892802,3466.44997070966,1811.12938284378,277.054505130777,22492.6144109215,"adstockedMedia","1_444_1"
"587",2016-02-22,24170.5569392491,820.786948111033,675.282091279712,182.436202568131,25.7746349400403,24354.6277793493,"adstockedMedia","1_444_1"
"588",2016-02-29,50099.0655552679,218.162322554085,131.548387155793,2433.9733174815,2295.73117128215,5945.99757511624,"adstockedMedia","1_444_1"
"589",2016-03-07,17706.8698353178,57.9867882788921,16531.7151840132,245.175664091019,3040.24064494339,9533.33516479501,"adstockedMedia","1_444_1"
"590",2016-03-14,26030.7052169232,44009.546020435,3220.46222972478,24.6966989451925,2656.16971138212,7410.28288926336,"adstockedMedia","1_444_1"
"591",2016-03-21,9200.2176864778,11697.5846125055,627.362427772371,2.48771402761672,2540.43923986732,9059.77731666021,"adstockedMedia","1_444_1"
"592",2016-03-28,3251.69851424348,69197.7107309641,13701.6356151159,6471.29899419428,2769.6727278652,12020.0033406604,"adstockedMedia","1_444_1"
"593",2016-04-04,1149.27098334574,18392.5113858544,2669.14833051344,672.695331801054,2164.33186301644,12106.8583035997,"adstockedMedia","1_444_1"
"594",2016-04-11,406.1950354176,71302.5323682534,519.9636751705,67.7610241331273,2068.01644667481,5629.98415351416,"adstockedMedia","1_444_1"
"595",2016-04-18,11270.2977399779,18951.965672999,101.291569451596,2355.51346391115,1979.05613507788,12902.7476010223,"adstockedMedia","1_444_1"
"596",2016-04-25,3983.34166266864,5037.36670971947,19.73211309156,237.272353662168,1984.11340896046,9158.24252374299,"adstockedMedia","1_444_1"
"597",2016-05-02,1407.86083629968,1338.91459102535,12522.4216938032,23.900593511746,1451.25055845884,7424.68581807709,"adstockedMedia","1_444_1"
"598",2016-05-09,497.590290323865,50313.7455187267,2439.43145890743,2.4075218262767,1561.67783832457,3534.94890577265,"adstockedMedia","1_444_1"
"599",2016-05-16,175.866883033235,13373.2189626336,475.213659802881,3674.17328516657,145.28432287274,20180.0653489522,"adstockedMedia","1_444_1"
"600",2016-05-23,62.1578860144051,127997.221859859,92.5740387739331,370.101787355785,13.5159339235009,23845.3941698669,"adstockedMedia","1_444_1"
"601",2016-05-30,21.9689047030511,34021.2174007911,18.0338937615398,37.2805859639081,1347.92406640679,14253.862064873,"adstockedMedia","1_444_1"
"602",2016-06-06,7.7646265791583,9042.7215264027,3.51309425957636,3.75529688668124,1325.39861325168,7443.76395001909,"adstockedMedia","1_444_1"
"603",2016-06-13,2.74430731657725,2403.52400211773,0.684368636072889,0.378273418791497,1643.30304966697,8856.14999544931,"adstockedMedia","1_444_1"
"604",2016-06-20,20473.3566067624,124547.115005841,0.133318492313026,2553.19395171659,1779.54465788009,3933.16369705032,"adstockedMedia","1_444_1"
"605",2016-06-27,7236.04435551927,33104.1909713813,0.0259711206150677,257.184833609026,1672.21933975786,4303.10017450982,"adstockedMedia","1_444_1"
"606",2016-07-04,12678.5000669815,8798.97908368486,5168.40505930643,25.9063901487122,1902.23476689153,5094.56183549421,"adstockedMedia","1_444_1"
"607",2016-07-11,4481.05264848604,2338.73810666617,1006.83160193268,2.60956698386642,2083.63331322503,9600.84522044726,"adstockedMedia","1_444_1"
"608",2016-07-18,3484.18371093482,320264.82847298,4976.80258539173,3553.07782014698,1620.50898650886,8462.14890438127,"adstockedMedia","1_444_1"
"609",2016-07-25,1231.43988352035,85125.2800411235,969.506465157951,357.903764952932,2097.42410526022,15625.4029009037,"adstockedMedia","1_444_1"
"610",2016-08-01,28615.4899088231,186843.070704107,188.864792174408,5138.08328726488,2475.12528988476,15281.7833544808,"adstockedMedia","1_444_1"
"611",2016-08-08,10113.7765639643,49662.2398196698,844.569600220417,517.562363178908,2763.59651114208,20527.1167989939,"adstockedMedia","1_444_1"
"612",2016-08-15,32205.2641399785,13200.0510086467,164.526455217052,1064.01207423841,257.099920330237,23921.8164458252,"adstockedMedia","1_444_1"
"613",2016-08-22,11382.5360576743,3508.52775194129,14011.7839239054,749.017991007584,23.9182415983358,24669.344436774,"adstockedMedia","1_444_1"
"614",2016-08-29,28014.1708513044,160578.421168015,2729.56679907232,75.4490536286666,3082.22513597212,7885.29958563798,"adstockedMedia","1_444_1"
"615",2016-09-05,31163.0880833835,130491.320448584,3613.11127802727,70.3969416360518,3460.07556712303,4922.37811014706,"adstockedMedia","1_444_1"
"616",2016-09-12,11014.1923455695,194799.873484111,703.852460144716,7.09112823531472,3655.22733958836,12330.929596777,"adstockedMedia","1_444_1"
"617",2016-09-19,3892.82450765482,84471.5303872958,25673.7362625964,4538.33239312111,3740.04915479095,17995.3256508612,"adstockedMedia","1_444_1"
"618",2016-09-26,1375.86871301497,184827.706314729,5001.37444961325,457.149078158581,3321.27353945646,6848.65090574807,"adstockedMedia","1_444_1"
"619",2016-10-03,145022.923086158,170996.429625256,10787.4487448833,3193.21660715978,3682.31445953844,15575.1034509379,"adstockedMedia","1_444_1"
"620",2016-10-10,51256.485400732,45450.2576111329,12825.2276788494,3935.82141415241,4329.23576109173,27527.7071914353,"adstockedMedia","1_444_1"
"621",2016-10-17,99505.291647824,41876.254087161,2498.41960544402,5720.87506158578,4122.75277696292,32611.7238027081,"adstockedMedia","1_444_1"
"622",2016-10-24,35168.8644809082,170043.096352818,9847.68262865236,6442.19028209629,4463.54347540423,24909.2469177863,"adstockedMedia","1_444_1"
"623",2016-10-31,106424.769116786,45196.8649355281,1918.3786801844,7056.35446139908,5308.58088024919,19474.1271810991,"adstockedMedia","1_444_1"
"624",2016-11-07,37614.4647234151,154615.303193296,11917.5321496602,7665.73567801401,4653.86215240757,33714.289593089,"adstockedMedia","1_444_1"
"625",2016-11-14,65618.7350422449,41096.2110504837,2321.59589808481,6104.1897624591,432.953068144317,26825.6906646436,"adstockedMedia","1_444_1"
"626",2016-11-21,30149.1505765336,155941.363620535,7745.32535968457,7296.9727270756,40.2780213673937,25308.7904810766,"adstockedMedia","1_444_1"
"627",2016-11-28,10655.8291853797,41448.6733104153,5651.76212091824,5466.90836006538,9537.08043463516,33514.1084543295,"adstockedMedia","1_444_1"
"628",2016-12-05,18020.565661608,250097.446866128,1100.99201681189,2207.15298432669,9287.24334758784,58652.9560396137,"adstockedMedia","1_444_1"
"629",2016-12-12,6369.13696877005,66475.0335013616,214.478846623248,3252.68914911839,8210.66744070354,32521.6423109272,"adstockedMedia","1_444_1"
"630",2016-12-19,2251.08947680688,352588.833226324,41.7815705712772,1339.52311673814,7657.17926248837,11614.4105718417,"adstockedMedia","1_444_1"
"631",2016-12-26,108516.631932437,93716.8883354174,8.13926252815552,7361.47901279287,8445.68774918347,3116.54496835325,"adstockedMedia","1_444_1"
"632",2017-01-02,79408.1533753969,478605.623707894,27999.7189030856,5022.73733850828,8159.04341752786,47193.2770911322,"adstockedMedia","1_444_1"
"633",2017-01-09,28065.7896529021,127211.713948253,5454.48770237089,5978.92045006152,7839.0432988897,32163.1699356102,"adstockedMedia","1_444_1"
"634",2017-01-16,15832.785417694,33812.4321237165,2598.20640080881,6589.97959957285,7435.94006076895,42433.4733572396,"adstockedMedia","1_444_1"
"635",2017-01-23,5595.8942031035,8987.22712427252,11287.1216040957,7166.27419518393,7691.77232982323,23342.0399410085,"adstockedMedia","1_444_1"
"636",2017-01-30,42222.7567746176,2388.77378260543,2198.78871633671,5002.50721276248,7942.23930732637,32555.021220445,"adstockedMedia","1_444_1"
"637",2017-02-06,14923.0898822188,634.927782013182,428.33522918149,503.905699869479,6325.54048016466,11253.7607564729,"adstockedMedia","1_444_1"
"638",2017-02-13,5274.37402587266,127892.494934498,83.4418819756501,8311.21395892131,588.470837526113,21879.7821179017,"adstockedMedia","1_444_1"
"639",2017-02-20,1864.15960664736,33993.3813474482,10707.2771253759,837.193812744648,54.745982213629,24219.6793772964,"adstockedMedia","1_444_1"
"640",2017-02-27,658.863217134219,9035.32280001945,2085.83206168558,13984.9502936073,4511.75973564717,31889.2813355772,"adstockedMedia","1_444_1"
"641",2017-03-06,232.866723076986,2401.55744631976,14434.1084759199,1408.71284450353,5086.39981653401,19294.1618669086,"adstockedMedia","1_444_1"
"642",2017-03-13,10443.1837457645,638.325635467219,2811.83777055405,141.90053140027,4686.52577742793,30240.6604288762,"adstockedMedia","1_444_1"
"643",2017-03-20,3691.00886819066,169.664738821483,20401.5825263037,14.2937298330486,4209.32512849752,29355.1281960586,"adstockedMedia","1_444_1"
"644",2017-03-27,1304.53957305764,24521.3629654833,3974.33207753971,2617.30825511703,5191.59738073831,32868.1300519558,"adstockedMedia","1_444_1"
"645",2017-04-03,461.072719802929,6517.69318341777,774.220109748657,263.643107740889,5042.97907006073,8482.70871656301,"adstockedMedia","1_444_1"
"646",2017-04-10,162.960217794081,502093.98023078,150.822016541277,26.5569361665296,4135.81963885791,2993.93026317236,"adstockedMedia","1_444_1"
"647",2017-04-17,7526.64952465614,133454.837603916,29.3808961910869,2.6750968936623,3931.42576422797,12625.2767866103,"adstockedMedia","1_444_1"
"648",2017-04-24,2660.1973899517,331626.499393483,5.72354806537927,0.269464193670834,3632.4108144437,20677.1422138414,"adstockedMedia","1_444_1"
"649",2017-05-01,37563.1325248856,88145.1727450909,1.11497628403332,0.0271432978157534,2937.92651251185,10605.1988646195,"adstockedMedia","1_444_1"
"650",2017-05-08,13276.2056707663,329774.814372007,0.217203053028676,0.00273416147161532,2953.31800038738,11390.3120528003,"adstockedMedia","1_444_1"
"651",2017-05-15,4692.30400035772,87653.0012920075,0.0423122598395716,0.000275413805780333,274.749884633363,21909.8513219034,"adstockedMedia","1_444_1"
"652",2017-05-22,1658.43444865088,64304.2635743532,0.00824264349771851,3978.53481377997,25.5602339795933,24226.300750023,"adstockedMedia","1_444_1"
"653",2017-05-29,586.152308175745,17091.8501126228,7174.71271682,400.760315682942,2175.71122536398,11112.7393913602,"adstockedMedia","1_444_1"
"654",2017-06-05,9332.63465492164,47029.8877819848,1397.67054152911,3132.42203056221,2882.40841253324,4435.07473867851,"adstockedMedia","1_444_1"
"655",2017-06-12,3298.49958724225,12500.3809716865,272.273332711797,315.530842528336,2494.81976724908,5770.62322267804,"adstockedMedia","1_444_1"
"656",2017-06-19,37425.4922201644,3322.55788407724,53.0402305144702,63.0541294835509,3405.42870645022,6450.71695082004,"adstockedMedia","1_444_1"
"657",2017-06-26,13227.5584767961,159515.124355813,4669.75472899037,6.35148214599447,2983.47682530912,2468.47662064221,"adstockedMedia","1_444_1"
"658",2017-07-03,9235.87027584537,42398.5665123664,10482.7586471658,6650.75362028857,4064.2222544674,11520.5695528043,"adstockedMedia","1_444_1"
"659",2017-07-10,3264.29946302818,11269.3918496014,2042.09471980044,669.934597823459,4098.0983271672,9349.88075775215,"adstockedMedia","1_444_1"
"660",2017-07-17,11017.5246264918,111176.698580477,25355.3215525223,67.4829336620961,4234.58318264102,4419.88541125511,"adstockedMedia","1_444_1"
"661",2017-07-24,3894.00225945302,29550.3806828703,4939.34564402543,6.79759837816724,4260.61382736808,16087.2784650871,"adstockedMedia","1_444_1"
"662",2017-07-31,12761.2049742278,213294.388641253,2414.65410684669,0.684726362701326,4929.70214880906,13586.4904120948,"adstockedMedia","1_444_1"
"663",2017-08-07,4510.28363335814,161559.041670656,9937.63135000095,0.0689729174474409,5818.61471622239,11921.8057378888,"adstockedMedia","1_444_1"
"664",2017-08-14,35641.1550262708,42941.8326419519,1935.90114875411,0.00694768538258632,541.31106836392,22026.8885999987,"adstockedMedia","1_444_1"
"665",2017-08-21,12596.9074639597,11413.7901016303,11725.3011712459,1342.67880222619,50.3586655972169,24252.0728802444,"adstockedMedia","1_444_1"
"666",2017-08-28,122341.334793224,3033.7458014496,2284.14832543578,1034.17586654412,7004.68491288825,39052.4145292903,"adstockedMedia","1_444_1"
"667",2017-09-04,43239.9699805354,806.359106472312,444.963715335997,104.17318589557,7144.98560086994,28599.5157191687,"adstockedMedia","1_444_1"
"668",2017-09-11,64151.8774627453,150379.127452313,4697.03675123835,632.260250507475,6251.37123599803,8562.74081710472,"adstockedMedia","1_444_1"
"669",2017-09-18,22673.6553134103,39970.2502386958,915.006657241487,63.6879729466066,7021.57080465615,17809.5536883803,"adstockedMedia","1_444_1"
"670",2017-09-25,91677.5516106989,155187.687144015,178.247952302163,2535.4160567568,8293.22317754851,28257.743091704,"adstockedMedia","1_444_1"
"671",2017-10-02,143706.703858355,99611.5487183266,34.7236080180004,255.394055061208,8118.19283180409,35732.4809614034,"adstockedMedia","1_444_1"
"672",2017-10-09,95429.0713239688,353712.670648982,18511.6976688458,5374.29841826473,8768.57626473354,23326.4515520037,"adstockedMedia","1_444_1"
"673",2017-10-16,33728.1768773649,94015.6004224754,3606.17289174285,4731.73052372275,8402.41536586478,49102.5885877154,"adstockedMedia","1_444_1"
"674",2017-10-23,56281.2966281329,71080.2203440582,702.500827194626,5208.50989848647,8701.68441465163,45828.6088361382,"adstockedMedia","1_444_1"
"675",2017-10-30,24537.1264957738,18892.875908424,136.850735398497,5798.04182814855,9276.19235564695,14840.6639041209,"adstockedMedia","1_444_1"
"676",2017-11-06,29821.3448464649,323545.927522012,23066.5703306509,4136.85535916939,10689.6393567788,29210.980330145,"adstockedMedia","1_444_1"
"677",2017-11-13,10539.9704696679,85997.3847824505,4493.48526104465,8016.80989062655,994.466962129372,25834.0418956303,"adstockedMedia","1_444_1"
"678",2017-11-20,58952.5502232296,128162.873118017,2221.44268018899,4087.50246091514,92.5161743777327,25090.4250027877,"adstockedMedia","1_444_1"
"679",2017-11-27,20836.0200273835,34065.2469303748,10034.526114379,2875.52993668944,15021.9401979628,46994.0234028492,"adstockedMedia","1_444_1"
"680",2017-12-04,36287.7697399284,96896.5577559103,1954.77674184679,1946.12180485602,14130.8382196403,26484.2933854623,"adstockedMedia","1_444_1"
"681",2017-12-11,12825.445111148,25754.7688059311,380.800455039888,3226.39531413034,12434.6048512587,43615.9594325862,"adstockedMedia","1_444_1"
"682",2017-12-18,68282.0418161741,98687.1281757055,74.1818661202134,1336.87452219177,12823.4693705735,52855.4286446318,"adstockedMedia","1_444_1"
"683",2017-12-25,114549.128739828,26230.6962099647,15048.8954493953,7361.21221819732,11272.9791271046,69162.0009414656,"adstockedMedia","1_444_1"
"684",2018-01-01,40485.9150537973,6972.02802815816,8223.29028985674,5022.71046412076,11702.0689297845,92846.7808326092,"adstockedMedia","1_444_1"
"685",2018-01-08,14309.2255329689,5800.34085590138,1601.93878782499,5978.91774298755,11928.6542146861,94972.2749175186,"adstockedMedia","1_444_1"
"686",2018-01-15,44146.6515734149,1541.71047144577,15792.7324930554,602.260147083017,11189.733651739,31307.3181874288,"adstockedMedia","1_444_1"
"687",2018-01-22,15603.0657340951,57220.9812933437,22423.926863871,60.6660436480959,10267.6578601277,16634.0109881268,"adstockedMedia","1_444_1"
"688",2018-01-29,30683.9027379332,15209.1382623825,4368.29504400381,6.11092875684727,9915.20963612957,17195.8833502199,"adstockedMedia","1_444_1"
"689",2018-02-05,10844.8304533897,4042.53617215013,5597.76610006398,473.5959056192,11535.7543876475,59888.6101483763,"adstockedMedia","1_444_1"
"690",2018-02-12,12998.1790602573,55260.0920863506,1090.47331722258,47.7056136306052,1073.1818201593,32589.3926986096,"adstockedMedia","1_444_1"
"691",2018-02-19,4594.03907368746,14687.9407157434,6523.85197264728,4.8054164845388,99.839089878135,26577.9833552975,"adstockedMedia","1_444_1"
"692",2018-02-26,13979.8106418717,60075.2036728871,11273.6795570434,0.484052626776458,7422.62145551398,25177.5903814798,"adstockedMedia","1_444_1"
"693",2018-03-05,4940.98412045102,15967.7806662854,2196.17013717901,0.0487589257337133,8050.53328775028,23622.2176076958,"adstockedMedia","1_444_1"
"694",2018-03-12,54866.5805693709,94848.4473571712,20914.6251166385,0.00491151727558685,7828.94850190745,13912.7175912809,"adstockedMedia","1_444_1"
"695",2018-03-19,19391.8866486458,25210.3881691965,4074.27538445145,0.000494740226233261,6688.33426587231,16042.6424165999,"adstockedMedia","1_444_1"
"696",2018-03-26,26597.6527197205,88616.0336915439,3782.84512999317,4.98354943532378e-05,6955.55520977764,27442.6613552942,"adstockedMedia","1_444_1"
"697",2018-04-02,9400.59798347988,23553.8342442831,736.917478098236,5.01996071017001e-06,6167.08168615663,16609.9963305771,"adstockedMedia","1_444_1"
"698",2018-04-09,3322.5203508836,17518.1274067925,143.555274103342,5.05663801647698e-07,6547.06260379246,44986.5952156044,"adstockedMedia","1_444_1"
"699",2018-04-16,1174.30204987335,4656.25747419564,27.9652977916457,2113.26047843558,5582.4125773712,31522.2487523867,"adstockedMedia","1_444_1"
"700",2018-04-23,415.041943676888,159591.217078729,5.44778229473088,212.870057973298,4212.67029989345,9470.33965638368,"adstockedMedia","1_444_1"
"701",2018-04-30,146.691232489689,42418.7916940643,1.06125570883959,12822.0398340321,3565.24191843738,8921.41099756729,"adstockedMedia","1_444_1"
"702",2018-05-07,51.8461278845976,70948.9009660456,0.206738011655486,1291.57214203282,5051.67772845735,2294.53446055693,"adstockedMedia","1_444_1"
"703",2018-05-14,18.3243465270837,18857.9716734462,6803.68471806097,13170.5483173647,469.962216366992,19906.9205601219,"adstockedMedia","1_444_1"
"704",2018-05-21,953.583171072011,31300.9167641449,1325.39239961379,1326.67762089273,43.721016399837,23785.2464700776,"adstockedMedia","1_444_1"
"705",2018-05-28,337.031697102108,8319.67505703342,4463.61540514424,1142.67965528513,4644.06740629026,33805.6172733269,"adstockedMedia","1_444_1"
"706",2018-06-04,119.119515001328,2211.34075963908,869.534991395553,115.102840822312,5152.04185392174,34152.1475806864,"adstockedMedia","1_444_1"
"707",2018-06-11,8356.781259247,587.766700227931,5594.0565071063,11.5943815960044,5012.63251642353,15195.4550987035,"adstockedMedia","1_444_1"
"708",2018-06-18,2953.59676592113,17619.1596826153,1089.75066964035,1.16790935508958,5879.66313778249,26701.1069323438,"adstockedMedia","1_444_1"
"709",2018-06-25,1043.91075762653,4683.11150251218,10596.4223083326,3757.06038278943,5706.99045906228,22868.7027418542,"adstockedMedia","1_444_1"
"710",2018-07-02,14990.9034865217,169346.088119602,2064.23697930622,378.451056864331,4464.25989458593,19688.7902597309,"adstockedMedia","1_444_1"
"711",2018-07-09,5298.34187140324,45011.6025658624,11890.0349773319,8117.92374695195,5601.98086271665,19478.5593596647,"adstockedMedia","1_444_1"
"712",2018-07-16,10728.4173997979,71481.7944316603,2316.23930901212,817.72356804578,5667.82408877557,13302.2655785615,"adstockedMedia","1_444_1"
"713",2018-07-23,13520.7143649574,18999.6129073864,5623.88186887937,82.369809643579,7447.28287787127,25406.2181628769,"adstockedMedia","1_444_1"
"714",2018-07-30,4778.72245095476,5050.03117927656,1095.5608018625,8.29716276483741,8439.49422917729,14500.5624640552,"adstockedMedia","1_444_1"
"715",2018-08-06,14730.4712709522,93916.680763086,7413.55415165091,0.835778427121458,9558.46722867622,62511.0884773566,"adstockedMedia","1_444_1"
"716",2018-08-13,5206.29545714575,24962.7278418585,1444.1980682379,4450.83457624283,889.23298066991,33166.8741139093,"adstockedMedia","1_444_1"
"717",2018-08-20,63403.2181128518,113067.006435956,281.337131642536,448.335367997681,82.726160480921,26705.1473365328,"adstockedMedia","1_444_1"
"718",2018-08-27,22409.0513030833,30052.8179512047,54.8059046619716,4553.63429203237,8594.36275731634,53900.592456863,"adstockedMedia","1_444_1"
"719",2018-09-03,19581.6040626179,76201.2680569773,783.120913520106,458.690448066162,10532.8747900137,82724.1506707646,"adstockedMedia","1_444_1"
"720",2018-09-10,6920.86589760849,20254.0326197142,688.555938402444,46.204177510538,11486.5496772447,64441.2266436705,"adstockedMedia","1_444_1"
"721",2018-09-17,2446.09096473971,51503.9849191221,9819.20086677811,3407.5486174586,10428.6042607821,89185.2452937737,"adstockedMedia","1_444_1"
"722",2018-09-24,1752.47269824847,43009.5804649494,1912.83028805866,343.244516777327,11863.5159608597,20685.9884739776,"adstockedMedia","1_444_1"
"723",2018-10-01,157322.828917017,37658.9972378879,3071.07351686662,951.42010503921,13450.3404468572,39024.1468505255,"adstockedMedia","1_444_1"
"724",2018-10-08,55603.7287898012,10009.6307834613,3188.0829686535,2111.68331073049,12744.6308521135,30825.2910503278,"adstockedMedia","1_444_1"
"725",2018-10-15,64141.9421984375,65767.7251273238,1660.16589408403,2655.29782177503,13945.6447073609,56196.8664643495,"adstockedMedia","1_444_1"
"726",2018-10-22,22670.1438221294,17480.8331149713,323.408762942223,267.469820699083,14790.7094621426,61949.8004407189,"adstockedMedia","1_444_1"
"727",2018-10-29,33302.4438526396,4646.34478084634,2191.13500582916,7958.75189543802,15175.9932786907,55917.6221406685,"adstockedMedia","1_444_1"
"728",2018-11-05,11770.3201039977,146626.982319236,1882.35535854433,801.690087267977,15465.1699191565,37645.3095961725,"adstockedMedia","1_444_1"
"729",2018-11-12,61510.9881308436,38972.9430828301,366.692401099089,8809.22960943543,1438.73895414116,27691.3187881884,"adstockedMedia","1_444_1"
"730",2018-11-19,21740.2669731052,57412.2063627911,71.4335454320369,887.359242647085,133.84720562295,25499.4056516135,"adstockedMedia","1_444_1"
"731",2018-11-26,61209.0175165795,15259.965222262,15143.3822847643,7092.97936181588,16012.4519284068,5916.08276437153,"adstockedMedia","1_444_1"
"732",2018-12-03,21633.5393465198,57614.9791350422,2950.00791723824,714.480275082275,15476.3197685168,36134.7477901516,"adstockedMedia","1_444_1"
"733",2018-12-10,7646.09601078223,15313.8615214744,6857.34321831946,71.9700477671987,17213.1095681957,76749.0325004243,"adstockedMedia","1_444_1"
"734",2018-12-17,2702.41421293391,19434.1045843447,1335.84534847376,7.24958820593949,17148.0180509141,54099.4789940292,"adstockedMedia","1_444_1"
"735",2018-12-24,159001.706850879,5165.51755926079,7712.18502609916,9068.73766158254,18741.9625273093,92777.9463726003,"adstockedMedia","1_444_1"
"736",2018-12-31,107577.013251339,1372.97664213076,1502.37288198743,913.499652061257,16236.9153118083,74441.1172626591,"adstockedMedia","1_444_1"
"737",2019-01-07,38021.7105808557,694.532427043461,1196.26988134916,1567.83217265708,18537.2018031253,112628.265773287,"adstockedMedia","1_444_1"
"738",2019-01-14,25022.2575150738,184.60430897645,968.150570511419,157.928721466925,18017.8662336732,105428.246059028,"adstockedMedia","1_444_1"
"739",2019-01-21,8843.79482719966,27324.2671847213,3108.82287922082,2877.4104622273,15489.5519689126,23844.7696305566,"adstockedMedia","1_444_1"
"740",2019-01-28,34802.1254425779,7262.69539839315,605.614514283231,289.84336675843,16641.007238612,25234.7245385335,"adstockedMedia","1_444_1"
"741",2019-02-04,12300.3632577601,1930.39923425046,4390.02123313896,29.1961047464996,15468.1281793535,61292.7988037014,"adstockedMedia","1_444_1"
"742",2019-02-11,17070.2450607194,513.09341768887,2047.10958335951,2113.25290798766,1439.01416380288,32898.6012983772,"adstockedMedia","1_444_1"
"743",2019-02-18,6033.25838510279,136.378449910578,900.476251236642,212.869295397315,133.872808630414,26646.0724669761,"adstockedMedia","1_444_1"
"744",2019-02-25,20253.337514906,30919.4489187326,821.239577505244,21.4424580946626,12199.1209769448,52110.5839073153,"adstockedMedia","1_444_1"
"745",2019-03-04,7158.28143963236,8218.28222747345,159.98164809108,2.15991229868637,11081.5620895789,48453.9828108558,"adstockedMedia","1_444_1"
"746",2019-03-11,8020.32243200771,2184.39089739037,31.1652390203696,0.217569325187483,10070.9278937351,34659.7829535166,"adstockedMedia","1_444_1"
"747",2019-03-18,2834.67972439872,580.603520362288,6.07114712709926,6120.76436678892,8096.90766676385,23678.2386701133,"adstockedMedia","1_444_1"
"748",2019-03-25,4485.26772669105,5919.65573426432,1.18269034980912,616.548446769702,8726.5960862907,34194.0536788871,"adstockedMedia","1_444_1"
